"session","id","id_case","stage","role","age","ses","sex_female","faculty_player","iri_fs","iri_ec","iri_pt","iri_pd","target","judgement","decision_target","decision_other","faculty_target","faculty_other","faculty_victim","group_target","group_other","n_match","obs_group","source_row_number","role_label","target_label","N1_faculty","N2_faculty","N1_decision","N2_decision","N1_faculty_label","N2_faculty_label","faculty_player_label","decision_target_label","decision_other_label","decision_pattern","victim_N1_group","victim_N2_group","bystander_victim_group","bystander_N1_group","bystander_N2_group","N1_N2_same_faculty","N1_N2_same_faculty_binary","faculty_player_factor"
"11","133","133s5",5,1,21,1,0,1,1,2.28571428571429,3.14285714285714,0.571428571428571,1,-6,1,0,2,2,1,2,2,1,,2649,"victim","N1",2,2,1,0,"Engineering","Engineering","Humanities","accept","reject","target_accept_other_reject","outgroup","outgroup",,,,"same",1,"Humanities"
"11","133","133s5",5,1,21,1,0,1,1,2.28571428571429,3.14285714285714,0.571428571428571,2,5,0,1,2,2,1,2,2,1,,2650,"victim","N2",2,2,1,0,"Engineering","Engineering","Humanities","reject","accept","target_reject_other_accept","outgroup","outgroup",,,,"same",1,"Humanities"
"11","134","134s6",6,1,21,4,0,2,1.57142857142857,3.14285714285714,3.71428571428571,1.85714285714286,1,9,0,0,2,0,2,1,0,0,,2671,"victim","N1",2,0,0,0,"Engineering","Control","Engineering","reject","reject","both_reject","ingroup","outgroup",,,,"different",0,"Engineering"
"11","134","134s6",6,1,21,4,0,2,1.57142857142857,3.14285714285714,3.71428571428571,1.85714285714286,2,9,0,0,0,2,2,0,1,0,,2672,"victim","N2",2,0,0,0,"Engineering","Control","Engineering","reject","reject","both_reject","ingroup","outgroup",,,,"different",0,"Engineering"
"11","134","134s7",7,1,21,4,0,2,1.57142857142857,3.14285714285714,3.71428571428571,1.85714285714286,1,9,0,1,2,2,2,1,1,1,,2673,"victim","N1",2,2,0,1,"Engineering","Engineering","Engineering","reject","accept","target_reject_other_accept","ingroup","ingroup",,,,"same",1,"Engineering"
"11","134","134s7",7,1,21,4,0,2,1.57142857142857,3.14285714285714,3.71428571428571,1.85714285714286,2,-9,1,0,2,2,2,1,1,1,,2674,"victim","N2",2,2,0,1,"Engineering","Engineering","Engineering","accept","reject","target_accept_other_reject","ingroup","ingroup",,,,"same",1,"Engineering"
"11","134","134s8",8,1,21,4,0,2,1.57142857142857,3.14285714285714,3.71428571428571,1.85714285714286,1,-9,1,0,0,0,2,0,0,1,,2675,"victim","N1",0,0,1,0,"Control","Control","Engineering","accept","reject","target_accept_other_reject","outgroup","outgroup",,,,"same",1,"Engineering"
"11","134","134s8",8,1,21,4,0,2,1.57142857142857,3.14285714285714,3.71428571428571,1.85714285714286,2,9,0,1,0,0,2,0,0,1,,2676,"victim","N2",0,0,1,0,"Control","Control","Engineering","reject","accept","target_reject_other_accept","outgroup","outgroup",,,,"same",1,"Engineering"
"11","134","134s9",9,1,21,4,0,2,1.57142857142857,3.14285714285714,3.71428571428571,1.85714285714286,1,-9,1,0,2,0,2,1,0,0,,2677,"victim","N1",2,0,1,0,"Engineering","Control","Engineering","accept","reject","target_accept_other_reject","ingroup","outgroup",,,,"different",0,"Engineering"
"11","134","134s9",9,1,21,4,0,2,1.57142857142857,3.14285714285714,3.71428571428571,1.85714285714286,2,9,0,1,0,2,2,0,1,0,,2678,"victim","N2",2,0,1,0,"Engineering","Control","Engineering","reject","accept","target_reject_other_accept","ingroup","outgroup",,,,"different",0,"Engineering"
"11","134","134s10",10,1,21,4,0,2,1.57142857142857,3.14285714285714,3.71428571428571,1.85714285714286,1,-9,1,1,1,2,2,2,1,0,,2679,"victim","N1",1,2,1,1,"Humanities","Engineering","Engineering","accept","accept","both_accept","outgroup","ingroup",,,,"different",0,"Engineering"
"11","134","134s10",10,1,21,4,0,2,1.57142857142857,3.14285714285714,3.71428571428571,1.85714285714286,2,-9,1,1,2,1,2,1,2,0,,2680,"victim","N2",1,2,1,1,"Humanities","Engineering","Engineering","accept","accept","both_accept","outgroup","ingroup",,,,"different",0,"Engineering"
"11","135","135s6",6,1,21,3,1,2,2.28571428571429,3.42857142857143,2.28571428571429,2,1,6,0,1,1,1,2,2,2,1,,2691,"victim","N1",1,1,0,1,"Humanities","Humanities","Engineering","reject","accept","target_reject_other_accept","outgroup","outgroup",,,,"same",1,"Engineering"
"11","135","135s6",6,1,21,3,1,2,2.28571428571429,3.42857142857143,2.28571428571429,2,2,2,1,0,1,1,2,2,2,1,,2692,"victim","N2",1,1,0,1,"Humanities","Humanities","Engineering","accept","reject","target_accept_other_reject","outgroup","outgroup",,,,"same",1,"Engineering"
"11","135","135s7",7,1,21,3,1,2,2.28571428571429,3.42857142857143,2.28571428571429,2,1,-1,1,0,1,0,2,2,0,0,,2693,"victim","N1",1,0,1,0,"Humanities","Control","Engineering","accept","reject","target_accept_other_reject","outgroup","outgroup",,,,"different",0,"Engineering"
"11","135","135s7",7,1,21,3,1,2,2.28571428571429,3.42857142857143,2.28571428571429,2,2,6,0,1,0,1,2,0,2,0,,2694,"victim","N2",1,0,1,0,"Humanities","Control","Engineering","reject","accept","target_reject_other_accept","outgroup","outgroup",,,,"different",0,"Engineering"
"11","135","135s8",8,1,21,3,1,2,2.28571428571429,3.42857142857143,2.28571428571429,2,1,1,1,0,2,2,2,1,1,1,,2695,"victim","N1",2,2,1,0,"Engineering","Engineering","Engineering","accept","reject","target_accept_other_reject","ingroup","ingroup",,,,"same",1,"Engineering"
"11","135","135s8",8,1,21,3,1,2,2.28571428571429,3.42857142857143,2.28571428571429,2,2,4,0,1,2,2,2,1,1,1,,2696,"victim","N2",2,2,1,0,"Engineering","Engineering","Engineering","reject","accept","target_reject_other_accept","ingroup","ingroup",,,,"same",1,"Engineering"
"11","135","135s9",9,1,21,3,1,2,2.28571428571429,3.42857142857143,2.28571428571429,2,1,-3,1,1,1,0,2,2,0,0,,2697,"victim","N1",1,0,1,1,"Humanities","Control","Engineering","accept","accept","both_accept","outgroup","outgroup",,,,"different",0,"Engineering"
"11","135","135s9",9,1,21,3,1,2,2.28571428571429,3.42857142857143,2.28571428571429,2,2,-3,1,1,0,1,2,0,2,0,,2698,"victim","N2",1,0,1,1,"Humanities","Control","Engineering","accept","accept","both_accept","outgroup","outgroup",,,,"different",0,"Engineering"
"11","135","135s10",10,1,21,3,1,2,2.28571428571429,3.42857142857143,2.28571428571429,2,1,1,0,0,1,0,2,2,0,0,,2699,"victim","N1",1,0,0,0,"Humanities","Control","Engineering","reject","reject","both_reject","outgroup","outgroup",,,,"different",0,"Engineering"
"11","135","135s10",10,1,21,3,1,2,2.28571428571429,3.42857142857143,2.28571428571429,2,2,1,0,0,0,1,2,0,2,0,,2700,"victim","N2",1,0,0,0,"Humanities","Control","Engineering","reject","reject","both_reject","outgroup","outgroup",,,,"different",0,"Engineering"
"11","136","136s1",1,1,18,2,0,1,1.57142857142857,2,2,1.57142857142857,1,-1,1,0,2,1,1,2,1,0,,2701,"victim","N1",2,1,1,0,"Engineering","Humanities","Humanities","accept","reject","target_accept_other_reject","outgroup","ingroup",,,,"different",0,"Humanities"
"11","136","136s1",1,1,18,2,0,1,1.57142857142857,2,2,1.57142857142857,2,3,0,1,1,2,1,1,2,0,,2702,"victim","N2",2,1,1,0,"Engineering","Humanities","Humanities","reject","accept","target_reject_other_accept","outgroup","ingroup",,,,"different",0,"Humanities"
"11","136","136s2",2,1,18,2,0,1,1.57142857142857,2,2,1.57142857142857,1,-7,1,1,2,0,1,2,0,0,,2703,"victim","N1",2,0,1,1,"Engineering","Control","Humanities","accept","accept","both_accept","outgroup","outgroup",,,,"different",0,"Humanities"
"11","136","136s2",2,1,18,2,0,1,1.57142857142857,2,2,1.57142857142857,2,-7,1,1,0,2,1,0,2,0,,2704,"victim","N2",2,0,1,1,"Engineering","Control","Humanities","accept","accept","both_accept","outgroup","outgroup",,,,"different",0,"Humanities"
"11","136","136s3",3,1,18,2,0,1,1.57142857142857,2,2,1.57142857142857,1,-6,1,1,0,2,1,0,2,0,,2705,"victim","N1",0,2,1,1,"Control","Engineering","Humanities","accept","accept","both_accept","outgroup","outgroup",,,,"different",0,"Humanities"
"11","136","136s3",3,1,18,2,0,1,1.57142857142857,2,2,1.57142857142857,2,-6,1,1,2,0,1,2,0,0,,2706,"victim","N2",0,2,1,1,"Control","Engineering","Humanities","accept","accept","both_accept","outgroup","outgroup",,,,"different",0,"Humanities"
"11","136","136s4",4,1,18,2,0,1,1.57142857142857,2,2,1.57142857142857,1,6,0,0,2,1,1,2,1,0,,2707,"victim","N1",2,1,0,0,"Engineering","Humanities","Humanities","reject","reject","both_reject","outgroup","ingroup",,,,"different",0,"Humanities"
"11","136","136s4",4,1,18,2,0,1,1.57142857142857,2,2,1.57142857142857,2,6,0,0,1,2,1,1,2,0,,2708,"victim","N2",2,1,0,0,"Engineering","Humanities","Humanities","reject","reject","both_reject","outgroup","ingroup",,,,"different",0,"Humanities"
"11","136","136s5",5,1,18,2,0,1,1.57142857142857,2,2,1.57142857142857,1,-6,1,0,1,1,1,1,1,1,,2709,"victim","N1",1,1,1,0,"Humanities","Humanities","Humanities","accept","reject","target_accept_other_reject","ingroup","ingroup",,,,"same",1,"Humanities"
"11","136","136s5",5,1,18,2,0,1,1.57142857142857,2,2,1.57142857142857,2,6,0,1,1,1,1,1,1,1,,2710,"victim","N2",1,1,1,0,"Humanities","Humanities","Humanities","reject","accept","target_reject_other_accept","ingroup","ingroup",,,,"same",1,"Humanities"
"11","137","137s1",1,1,20,4,1,2,1.42857142857143,2.85714285714286,2.71428571428571,2.14285714285714,1,4,0,1,0,1,2,0,2,0,,2721,"victim","N1",0,1,0,1,"Control","Humanities","Engineering","reject","accept","target_reject_other_accept","outgroup","outgroup",,,,"different",0,"Engineering"
"11","137","137s1",1,1,20,4,1,2,1.42857142857143,2.85714285714286,2.71428571428571,2.14285714285714,2,-3,1,0,1,0,2,2,0,0,,2722,"victim","N2",0,1,0,1,"Control","Humanities","Engineering","accept","reject","target_accept_other_reject","outgroup","outgroup",,,,"different",0,"Engineering"
"11","137","137s2",2,1,20,4,1,2,1.42857142857143,2.85714285714286,2.71428571428571,2.14285714285714,1,-5,1,0,0,1,2,0,2,0,,2723,"victim","N1",0,1,1,0,"Control","Humanities","Engineering","accept","reject","target_accept_other_reject","outgroup","outgroup",,,,"different",0,"Engineering"
"11","137","137s2",2,1,20,4,1,2,1.42857142857143,2.85714285714286,2.71428571428571,2.14285714285714,2,2,0,1,1,0,2,2,0,0,,2724,"victim","N2",0,1,1,0,"Control","Humanities","Engineering","reject","accept","target_reject_other_accept","outgroup","outgroup",,,,"different",0,"Engineering"
"11","137","137s3",3,1,20,4,1,2,1.42857142857143,2.85714285714286,2.71428571428571,2.14285714285714,1,4,0,0,0,0,2,0,0,1,,2725,"victim","N1",0,0,0,0,"Control","Control","Engineering","reject","reject","both_reject","outgroup","outgroup",,,,"same",1,"Engineering"
"11","137","137s3",3,1,20,4,1,2,1.42857142857143,2.85714285714286,2.71428571428571,2.14285714285714,2,4,0,0,0,0,2,0,0,1,,2726,"victim","N2",0,0,0,0,"Control","Control","Engineering","reject","reject","both_reject","outgroup","outgroup",,,,"same",1,"Engineering"
"11","137","137s4",4,1,20,4,1,2,1.42857142857143,2.85714285714286,2.71428571428571,2.14285714285714,1,-7,1,1,1,2,2,2,1,0,,2727,"victim","N1",1,2,1,1,"Humanities","Engineering","Engineering","accept","accept","both_accept","outgroup","ingroup",,,,"different",0,"Engineering"
"11","137","137s4",4,1,20,4,1,2,1.42857142857143,2.85714285714286,2.71428571428571,2.14285714285714,2,-7,1,1,2,1,2,1,2,0,,2728,"victim","N2",1,2,1,1,"Humanities","Engineering","Engineering","accept","accept","both_accept","outgroup","ingroup",,,,"different",0,"Engineering"
"11","137","137s5",5,1,20,4,1,2,1.42857142857143,2.85714285714286,2.71428571428571,2.14285714285714,1,3,0,1,0,1,2,0,2,0,,2729,"victim","N1",0,1,0,1,"Control","Humanities","Engineering","reject","accept","target_reject_other_accept","outgroup","outgroup",,,,"different",0,"Engineering"
"11","137","137s5",5,1,20,4,1,2,1.42857142857143,2.85714285714286,2.71428571428571,2.14285714285714,2,-5,1,0,1,0,2,2,0,0,,2730,"victim","N2",0,1,0,1,"Control","Humanities","Engineering","accept","reject","target_accept_other_reject","outgroup","outgroup",,,,"different",0,"Engineering"
"11","138","138s1",1,1,21,2,1,2,1.42857142857143,2.28571428571429,3.14285714285714,2.71428571428571,1,-6,1,1,1,2,2,2,1,0,,2741,"victim","N1",1,2,1,1,"Humanities","Engineering","Engineering","accept","accept","both_accept","outgroup","ingroup",,,,"different",0,"Engineering"
"11","138","138s1",1,1,21,2,1,2,1.42857142857143,2.28571428571429,3.14285714285714,2.71428571428571,2,-6,1,1,2,1,2,1,2,0,,2742,"victim","N2",1,2,1,1,"Humanities","Engineering","Engineering","accept","accept","both_accept","outgroup","ingroup",,,,"different",0,"Engineering"
"11","138","138s2",2,1,21,2,1,2,1.42857142857143,2.28571428571429,3.14285714285714,2.71428571428571,1,9,0,0,2,0,2,1,0,0,,2743,"victim","N1",2,0,0,0,"Engineering","Control","Engineering","reject","reject","both_reject","ingroup","outgroup",,,,"different",0,"Engineering"
"11","138","138s2",2,1,21,2,1,2,1.42857142857143,2.28571428571429,3.14285714285714,2.71428571428571,2,9,0,0,0,2,2,0,1,0,,2744,"victim","N2",2,0,0,0,"Engineering","Control","Engineering","reject","reject","both_reject","ingroup","outgroup",,,,"different",0,"Engineering"
"11","138","138s3",3,1,21,2,1,2,1.42857142857143,2.28571428571429,3.14285714285714,2.71428571428571,1,-9,1,0,1,0,2,2,0,0,,2745,"victim","N1",1,0,1,0,"Humanities","Control","Engineering","accept","reject","target_accept_other_reject","outgroup","outgroup",,,,"different",0,"Engineering"
"11","138","138s3",3,1,21,2,1,2,1.42857142857143,2.28571428571429,3.14285714285714,2.71428571428571,2,9,0,1,0,1,2,0,2,0,,2746,"victim","N2",1,0,1,0,"Humanities","Control","Engineering","reject","accept","target_reject_other_accept","outgroup","outgroup",,,,"different",0,"Engineering"
"11","138","138s4",4,1,21,2,1,2,1.42857142857143,2.28571428571429,3.14285714285714,2.71428571428571,1,-9,1,0,0,2,2,0,1,0,,2747,"victim","N1",0,2,1,0,"Control","Engineering","Engineering","accept","reject","target_accept_other_reject","outgroup","ingroup",,,,"different",0,"Engineering"
"11","138","138s4",4,1,21,2,1,2,1.42857142857143,2.28571428571429,3.14285714285714,2.71428571428571,2,9,0,1,2,0,2,1,0,0,,2748,"victim","N2",0,2,1,0,"Control","Engineering","Engineering","reject","accept","target_reject_other_accept","outgroup","ingroup",,,,"different",0,"Engineering"
"11","138","138s5",5,1,21,2,1,2,1.42857142857143,2.28571428571429,3.14285714285714,2.71428571428571,1,-9,0,1,0,1,2,0,2,0,,2749,"victim","N1",0,1,0,1,"Control","Humanities","Engineering","reject","accept","target_reject_other_accept","outgroup","outgroup",,,,"different",0,"Engineering"
"11","138","138s5",5,1,21,2,1,2,1.42857142857143,2.28571428571429,3.14285714285714,2.71428571428571,2,9,1,0,1,0,2,2,0,0,,2750,"victim","N2",0,1,0,1,"Control","Humanities","Engineering","accept","reject","target_accept_other_reject","outgroup","outgroup",,,,"different",0,"Engineering"
"11","139","139s1",1,1,19,2,0,1,2.42857142857143,2.57142857142857,2.85714285714286,1.42857142857143,1,9,0,0,2,0,1,2,0,0,,2761,"victim","N1",2,0,0,0,"Engineering","Control","Humanities","reject","reject","both_reject","outgroup","outgroup",,,,"different",0,"Humanities"
"11","139","139s1",1,1,19,2,0,1,2.42857142857143,2.57142857142857,2.85714285714286,1.42857142857143,2,9,0,0,0,2,1,0,2,0,,2762,"victim","N2",2,0,0,0,"Engineering","Control","Humanities","reject","reject","both_reject","outgroup","outgroup",,,,"different",0,"Humanities"
"11","139","139s2",2,1,19,2,0,1,2.42857142857143,2.57142857142857,2.85714285714286,1.42857142857143,1,-5,1,0,0,1,1,0,1,0,,2763,"victim","N1",0,1,1,0,"Control","Humanities","Humanities","accept","reject","target_accept_other_reject","outgroup","ingroup",,,,"different",0,"Humanities"
"11","139","139s2",2,1,19,2,0,1,2.42857142857143,2.57142857142857,2.85714285714286,1.42857142857143,2,6,0,1,1,0,1,1,0,0,,2764,"victim","N2",0,1,1,0,"Control","Humanities","Humanities","reject","accept","target_reject_other_accept","outgroup","ingroup",,,,"different",0,"Humanities"
"11","139","139s3",3,1,19,2,0,1,2.42857142857143,2.57142857142857,2.85714285714286,1.42857142857143,1,-5,1,0,2,1,1,2,1,0,,2765,"victim","N1",2,1,1,0,"Engineering","Humanities","Humanities","accept","reject","target_accept_other_reject","outgroup","ingroup",,,,"different",0,"Humanities"
"11","139","139s3",3,1,19,2,0,1,2.42857142857143,2.57142857142857,2.85714285714286,1.42857142857143,2,5,0,1,1,2,1,1,2,0,,2766,"victim","N2",2,1,1,0,"Engineering","Humanities","Humanities","reject","accept","target_reject_other_accept","outgroup","ingroup",,,,"different",0,"Humanities"
"11","139","139s4",4,1,19,2,0,1,2.42857142857143,2.57142857142857,2.85714285714286,1.42857142857143,1,7,0,0,0,0,1,0,0,1,,2767,"victim","N1",0,0,0,0,"Control","Control","Humanities","reject","reject","both_reject","outgroup","outgroup",,,,"same",1,"Humanities"
"11","139","139s4",4,1,19,2,0,1,2.42857142857143,2.57142857142857,2.85714285714286,1.42857142857143,2,7,0,0,0,0,1,0,0,1,,2768,"victim","N2",0,0,0,0,"Control","Control","Humanities","reject","reject","both_reject","outgroup","outgroup",,,,"same",1,"Humanities"
"11","139","139s5",5,1,19,2,0,1,2.42857142857143,2.57142857142857,2.85714285714286,1.42857142857143,1,7,0,0,0,1,1,0,1,0,,2769,"victim","N1",0,1,0,0,"Control","Humanities","Humanities","reject","reject","both_reject","outgroup","ingroup",,,,"different",0,"Humanities"
"11","139","139s5",5,1,19,2,0,1,2.42857142857143,2.57142857142857,2.85714285714286,1.42857142857143,2,7,0,0,1,0,1,1,0,0,,2770,"victim","N2",0,1,0,0,"Control","Humanities","Humanities","reject","reject","both_reject","outgroup","ingroup",,,,"different",0,"Humanities"
"11","140","140s6",6,1,19,1,1,2,3,4,4,1.71428571428571,1,9,0,0,1,0,2,2,0,0,,2791,"victim","N1",1,0,0,0,"Humanities","Control","Engineering","reject","reject","both_reject","outgroup","outgroup",,,,"different",0,"Engineering"
"11","140","140s6",6,1,19,1,1,2,3,4,4,1.71428571428571,2,9,0,0,0,1,2,0,2,0,,2792,"victim","N2",1,0,0,0,"Humanities","Control","Engineering","reject","reject","both_reject","outgroup","outgroup",,,,"different",0,"Engineering"
"11","140","140s7",7,1,19,1,1,2,3,4,4,1.71428571428571,1,-1,1,0,1,0,2,2,0,0,,2793,"victim","N1",1,0,1,0,"Humanities","Control","Engineering","accept","reject","target_accept_other_reject","outgroup","outgroup",,,,"different",0,"Engineering"
"11","140","140s7",7,1,19,1,1,2,3,4,4,1.71428571428571,2,1,0,1,0,1,2,0,2,0,,2794,"victim","N2",1,0,1,0,"Humanities","Control","Engineering","reject","accept","target_reject_other_accept","outgroup","outgroup",,,,"different",0,"Engineering"
"11","140","140s8",8,1,19,1,1,2,3,4,4,1.71428571428571,1,1,0,1,2,2,2,1,1,1,,2795,"victim","N1",2,2,0,1,"Engineering","Engineering","Engineering","reject","accept","target_reject_other_accept","ingroup","ingroup",,,,"same",1,"Engineering"
"11","140","140s8",8,1,19,1,1,2,3,4,4,1.71428571428571,2,-1,1,0,2,2,2,1,1,1,,2796,"victim","N2",2,2,0,1,"Engineering","Engineering","Engineering","accept","reject","target_accept_other_reject","ingroup","ingroup",,,,"same",1,"Engineering"
"11","140","140s9",9,1,19,1,1,2,3,4,4,1.71428571428571,1,9,0,0,1,1,2,2,2,1,,2797,"victim","N1",1,1,0,0,"Humanities","Humanities","Engineering","reject","reject","both_reject","outgroup","outgroup",,,,"same",1,"Engineering"
"11","140","140s9",9,1,19,1,1,2,3,4,4,1.71428571428571,2,9,0,0,1,1,2,2,2,1,,2798,"victim","N2",1,1,0,0,"Humanities","Humanities","Engineering","reject","reject","both_reject","outgroup","outgroup",,,,"same",1,"Engineering"
"11","140","140s10",10,1,19,1,1,2,3,4,4,1.71428571428571,1,-5,1,0,2,1,2,1,2,0,,2799,"victim","N1",2,1,1,0,"Engineering","Humanities","Engineering","accept","reject","target_accept_other_reject","ingroup","outgroup",,,,"different",0,"Engineering"
"11","140","140s10",10,1,19,1,1,2,3,4,4,1.71428571428571,2,0,0,1,1,2,2,2,1,0,,2800,"victim","N2",2,1,1,0,"Engineering","Humanities","Engineering","reject","accept","target_reject_other_accept","ingroup","outgroup",,,,"different",0,"Engineering"
"11","141","141s1",1,1,20,2,0,2,1.71428571428571,2.85714285714286,3.14285714285714,1.28571428571429,1,5,0,1,0,1,2,0,2,0,,2801,"victim","N1",0,1,0,1,"Control","Humanities","Engineering","reject","accept","target_reject_other_accept","outgroup","outgroup",,,,"different",0,"Engineering"
"11","141","141s1",1,1,20,2,0,2,1.71428571428571,2.85714285714286,3.14285714285714,1.28571428571429,2,5,1,0,1,0,2,2,0,0,,2802,"victim","N2",0,1,0,1,"Control","Humanities","Engineering","accept","reject","target_accept_other_reject","outgroup","outgroup",,,,"different",0,"Engineering"
"11","141","141s2",2,1,20,2,0,2,1.71428571428571,2.85714285714286,3.14285714285714,1.28571428571429,1,5,1,0,1,0,2,2,0,0,,2803,"victim","N1",1,0,1,0,"Humanities","Control","Engineering","accept","reject","target_accept_other_reject","outgroup","outgroup",,,,"different",0,"Engineering"
"11","141","141s2",2,1,20,2,0,2,1.71428571428571,2.85714285714286,3.14285714285714,1.28571428571429,2,5,0,1,0,1,2,0,2,0,,2804,"victim","N2",1,0,1,0,"Humanities","Control","Engineering","reject","accept","target_reject_other_accept","outgroup","outgroup",,,,"different",0,"Engineering"
"11","141","141s3",3,1,20,2,0,2,1.71428571428571,2.85714285714286,3.14285714285714,1.28571428571429,1,9,0,0,0,1,2,0,2,0,,2805,"victim","N1",0,1,0,0,"Control","Humanities","Engineering","reject","reject","both_reject","outgroup","outgroup",,,,"different",0,"Engineering"
"11","141","141s3",3,1,20,2,0,2,1.71428571428571,2.85714285714286,3.14285714285714,1.28571428571429,2,9,0,0,1,0,2,2,0,0,,2806,"victim","N2",0,1,0,0,"Control","Humanities","Engineering","reject","reject","both_reject","outgroup","outgroup",,,,"different",0,"Engineering"
"11","141","141s4",4,1,20,2,0,2,1.71428571428571,2.85714285714286,3.14285714285714,1.28571428571429,1,5,0,0,1,0,2,2,0,0,,2807,"victim","N1",1,0,0,0,"Humanities","Control","Engineering","reject","reject","both_reject","outgroup","outgroup",,,,"different",0,"Engineering"
"11","141","141s4",4,1,20,2,0,2,1.71428571428571,2.85714285714286,3.14285714285714,1.28571428571429,2,5,0,0,0,1,2,0,2,0,,2808,"victim","N2",1,0,0,0,"Humanities","Control","Engineering","reject","reject","both_reject","outgroup","outgroup",,,,"different",0,"Engineering"
"11","141","141s5",5,1,20,2,0,2,1.71428571428571,2.85714285714286,3.14285714285714,1.28571428571429,1,6,1,0,2,0,2,1,0,0,,2809,"victim","N1",2,0,1,0,"Engineering","Control","Engineering","accept","reject","target_accept_other_reject","ingroup","outgroup",,,,"different",0,"Engineering"
"11","141","141s5",5,1,20,2,0,2,1.71428571428571,2.85714285714286,3.14285714285714,1.28571428571429,2,-3,0,1,0,2,2,0,1,0,,2810,"victim","N2",2,0,1,0,"Engineering","Control","Engineering","reject","accept","target_reject_other_accept","ingroup","outgroup",,,,"different",0,"Engineering"
"11","142","142s6",6,1,23,1,0,1,1.85714285714286,2.42857142857143,2.28571428571429,0,1,9,0,0,0,1,1,0,1,0,,2831,"victim","N1",0,1,0,0,"Control","Humanities","Humanities","reject","reject","both_reject","outgroup","ingroup",,,,"different",0,"Humanities"
"11","142","142s6",6,1,23,1,0,1,1.85714285714286,2.42857142857143,2.28571428571429,0,2,9,0,0,1,0,1,1,0,0,,2832,"victim","N2",0,1,0,0,"Control","Humanities","Humanities","reject","reject","both_reject","outgroup","ingroup",,,,"different",0,"Humanities"
"11","142","142s7",7,1,23,1,0,1,1.85714285714286,2.42857142857143,2.28571428571429,0,1,9,0,0,0,2,1,0,2,0,,2833,"victim","N1",0,2,0,0,"Control","Engineering","Humanities","reject","reject","both_reject","outgroup","outgroup",,,,"different",0,"Humanities"
"11","142","142s7",7,1,23,1,0,1,1.85714285714286,2.42857142857143,2.28571428571429,0,2,9,0,0,2,0,1,2,0,0,,2834,"victim","N2",0,2,0,0,"Control","Engineering","Humanities","reject","reject","both_reject","outgroup","outgroup",,,,"different",0,"Humanities"
"11","142","142s8",8,1,23,1,0,1,1.85714285714286,2.42857142857143,2.28571428571429,0,1,9,0,1,0,2,1,0,2,0,,2835,"victim","N1",0,2,0,1,"Control","Engineering","Humanities","reject","accept","target_reject_other_accept","outgroup","outgroup",,,,"different",0,"Humanities"
"11","142","142s8",8,1,23,1,0,1,1.85714285714286,2.42857142857143,2.28571428571429,0,2,-9,1,0,2,0,1,2,0,0,,2836,"victim","N2",0,2,0,1,"Control","Engineering","Humanities","accept","reject","target_accept_other_reject","outgroup","outgroup",,,,"different",0,"Humanities"
"11","142","142s9",9,1,23,1,0,1,1.85714285714286,2.42857142857143,2.28571428571429,0,1,-9,1,0,0,2,1,0,2,0,,2837,"victim","N1",0,2,1,0,"Control","Engineering","Humanities","accept","reject","target_accept_other_reject","outgroup","outgroup",,,,"different",0,"Humanities"
"11","142","142s9",9,1,23,1,0,1,1.85714285714286,2.42857142857143,2.28571428571429,0,2,9,0,1,2,0,1,2,0,0,,2838,"victim","N2",0,2,1,0,"Control","Engineering","Humanities","reject","accept","target_reject_other_accept","outgroup","outgroup",,,,"different",0,"Humanities"
"11","142","142s10",10,1,23,1,0,1,1.85714285714286,2.42857142857143,2.28571428571429,0,1,9,0,1,2,2,1,2,2,1,,2839,"victim","N1",2,2,0,1,"Engineering","Engineering","Humanities","reject","accept","target_reject_other_accept","outgroup","outgroup",,,,"same",1,"Humanities"
"11","142","142s10",10,1,23,1,0,1,1.85714285714286,2.42857142857143,2.28571428571429,0,2,-9,1,0,2,2,1,2,2,1,,2840,"victim","N2",2,2,0,1,"Engineering","Engineering","Humanities","accept","reject","target_accept_other_reject","outgroup","outgroup",,,,"same",1,"Humanities"
"11","143","143s6",6,1,19,1,1,2,3.28571428571429,3.57142857142857,3.71428571428571,1.71428571428571,1,-3,0,1,1,0,2,2,0,0,,2851,"victim","N1",1,0,0,1,"Humanities","Control","Engineering","reject","accept","target_reject_other_accept","outgroup","outgroup",,,,"different",0,"Engineering"
"11","143","143s6",6,1,19,1,1,2,3.28571428571429,3.57142857142857,3.71428571428571,1.71428571428571,2,6,1,0,0,1,2,0,2,0,,2852,"victim","N2",1,0,0,1,"Humanities","Control","Engineering","accept","reject","target_accept_other_reject","outgroup","outgroup",,,,"different",0,"Engineering"
"11","143","143s7",7,1,19,1,1,2,3.28571428571429,3.57142857142857,3.71428571428571,1.71428571428571,1,-3,0,1,0,0,2,0,0,1,,2853,"victim","N1",0,0,0,1,"Control","Control","Engineering","reject","accept","target_reject_other_accept","outgroup","outgroup",,,,"same",1,"Engineering"
"11","143","143s7",7,1,19,1,1,2,3.28571428571429,3.57142857142857,3.71428571428571,1.71428571428571,2,6,1,0,0,0,2,0,0,1,,2854,"victim","N2",0,0,0,1,"Control","Control","Engineering","accept","reject","target_accept_other_reject","outgroup","outgroup",,,,"same",1,"Engineering"
"11","143","143s8",8,1,19,1,1,2,3.28571428571429,3.57142857142857,3.71428571428571,1.71428571428571,1,5,1,1,1,0,2,2,0,0,,2855,"victim","N1",1,0,1,1,"Humanities","Control","Engineering","accept","accept","both_accept","outgroup","outgroup",,,,"different",0,"Engineering"
