"id","commitment","age","economic_status","sex","faculty_player","ac1","ac2","FS1","EC2","PT3","EC4","FS5","PD6","FS7","PT8","EC9","PD10","PT11","FS12","PD13","EC14","PT15","FS16","EC17","PD18","EC19","FS20","PT21","PD22","PT23","EC24","FS25","PT26","PD27","EC28","treatment","faculty_neg_1_s1","faculty_neg_2_s1","faculty_victim_s1","decision_neg1_s1","decision_neg2_s1","judgement_compare_s1","judgement_n1_s1","judgement_n2_s1","faculty_neg_1_s2","faculty_neg_2_s2","faculty_victim_s2","decision_neg1_s2","decision_neg2_s2","judgement_compare_s2","judgement_n1_s2","judgement_n2_s2","faculty_neg_1_s3","faculty_neg_2_s3","faculty_victim_s3","decision_neg1_s3","decision_neg2_s3","judgement_compare_s3","judgement_n1_s3","judgement_n2_s3","faculty_neg_1_s4","faculty_neg_2_s4","faculty_victim_s4","decision_neg1_s4","decision_neg2_s4","judgement_compare_s4","judgement_n1_s4","judgement_n2_s4","faculty_neg_1_s5","faculty_neg_2_s5","faculty_victim_s5","decision_neg1_s5","decision_neg2_s5","judgement_compare_s5","judgement_n1_s5","judgement_n2_s5","faculty_neg_1_s6","faculty_neg_2_s6","faculty_victim_s6","decision_neg1_s6","decision_neg2_s6","judgement_compare_s6","judgement_n1_s6","judgement_n2_s6","faculty_neg_1_s7","faculty_neg_2_s7","faculty_victim_s7","decision_neg1_s7","decision_neg2_s7","judgement_compare_s7","judgement_n1_s7","judgement_n2_s7","faculty_neg_1_s8","faculty_neg_2_s8","faculty_victim_s8","decision_neg1_s8","decision_neg2_s8","judgement_compare_s8","judgement_n1_s8","judgement_n2_s8","faculty_neg_1_s9","faculty_neg_2_s9","faculty_victim_s9","decision_neg1_s9","decision_neg2_s9","judgement_compare_s9","judgement_n1_s9","judgement_n2_s9","faculty_neg_1_s10","faculty_neg_2_s10","faculty_victim_s10","decision_neg1_s10","decision_neg2_s10","judgement_compare_s10","judgement_n1_s10","judgement_n2_s10","campus"
162,1,22,2,1,2,1,1,2,2,1,3,2,2,4,4,2,2,3,4,3,3,4,4,3,4,3,2,4,4,4,1,1,4,1,4,2,3,3,2,0,0,3,9,9,2,2,1,1,0,1,-9,9,1,2,2,1,0,1,-9,9,3,1,2,0,0,3,9,9,1,1,1,0,1,2,9,-9,1,3,2,1,1,3,-9,-9,1,1,2,0,1,2,9,-9,3,1,2,0,1,2,9,-9,2,3,2,1,1,3,-9,-9,3,3,2,1,0,1,-9,9,"Bucaramanga"
163,1,20,0,2,2,1,1,2,3,4,3,2,3,3,2,3,4,2,4,3,4,3,2,3,4,3,2,3,4,3,2,1,3,1,2,1,2,2,2,1,1,3,-5,-5,2,3,2,1,1,3,-4,-4,3,3,2,1,0,1,-3,8,3,3,2,0,0,3,7,7,1,2,2,0,1,2,7,-4,1,3,2,0,0,3,7,7,2,1,2,0,1,2,7,-4,2,2,2,1,1,3,-4,-4,1,3,1,0,0,3,7,7,2,1,1,0,1,2,7,-4,"Bucaramanga"
164,1,19,1,2,2,1,1,1,3,3,4,1,2,3,3,2,2,3,3,3,2,3,1,3,4,3,2,3,2,1,1,2,1,1,3,1,1,2,2,0,0,3,9,9,2,2,2,0,0,3,9,9,3,2,2,1,1,3,6,6,1,1,2,0,0,3,9,9,1,3,2,0,1,2,9,6,1,3,2,0,1,2,9,6,1,3,2,1,1,3,5,5,1,3,1,1,1,3,6,6,3,2,2,0,1,2,9,5,1,3,1,0,1,2,9,6,"Bucaramanga"
165,1,22,2,1,2,1,1,2,2,3,4,2,1,2,2,2,3,3,3,3,4,3,2,2,4,3,1,2,4,3,2,1,1,0,2,2,3,3,2,1,1,3,4,4,2,2,1,0,1,2,5,-5,3,1,1,1,1,3,3,3,1,2,2,0,1,2,4,-3,1,3,2,1,1,3,4,4,2,1,2,1,1,3,-3,-3,3,3,2,1,0,1,-3,9,3,3,2,1,0,1,-3,9,3,1,2,1,1,3,4,4,3,2,2,0,1,2,9,-4,"Bucaramanga"
166,1,19,2,2,2,1,1,1,2,4,3,3,2,4,2,1,2,2,4,1,3,4,4,2,4,3,1,3,1,4,1,1,4,1,0,2,3,2,2,0,0,3,9,9,3,3,1,1,1,3,-5,-5,3,3,2,0,0,3,9,9,2,2,1,1,1,3,-6,-6,3,2,2,1,1,3,-5,-5,2,1,2,1,1,3,-5,-5,2,2,2,0,0,3,9,9,3,3,2,0,0,3,9,9,3,2,2,1,1,3,-6,-6,3,2,2,0,0,3,9,9,"Bucaramanga"
167,1,21,1,1,2,1,1,2,2,3,4,1,1,3,2,1,2,2,3,4,3,4,1,2,3,3,2,2,3,1,1,1,1,1,2,1,3,2,2,0,1,2,8,-3,1,2,2,0,1,1,-5,4,2,1,2,0,1,2,6,-5,3,2,2,0,1,2,5,-4,3,3,2,0,1,2,5,-3,1,2,2,1,0,3,0,0,1,3,2,1,0,3,0,0,3,1,1,1,1,3,0,0,3,2,2,1,0,1,-2,4,3,3,2,1,1,3,0,0,"Bucaramanga"
168,1,24,2,1,1,1,1,1,4,4,4,1,0,3,4,2,2,2,4,4,4,4,1,2,4,3,4,3,4,3,1,3,4,1,4,2,3,2,2,0,1,2,9,-9,2,1,1,0,0,3,9,9,2,3,1,1,1,1,-9,9,2,3,1,1,0,1,-9,9,2,2,1,1,0,1,-9,9,3,2,1,1,1,3,-9,-9,1,1,1,1,0,1,-9,9,3,2,1,1,0,1,-9,9,1,3,1,0,1,2,9,-9,2,3,1,0,0,3,9,9,"Bucaramanga"
169,1,18,1,2,2,1,1,2,3,4,4,1,3,2,3,4,3,3,3,2,2,4,1,1,4,2,0,2,1,1,1,2,1,0,3,1,2,1,2,0,0,3,9,9,2,1,2,0,1,2,9,-6,1,3,2,1,1,3,-8,-8,3,2,2,1,0,1,-8,8,1,1,2,1,1,3,-8,-8,3,2,1,1,1,1,-8,-6,3,3,2,1,0,1,-6,6,3,1,2,1,1,3,-7,-7,3,2,2,0,0,3,8,8,2,3,2,1,0,1,-6,8,"Bucaramanga"
170,1,18,3,2,2,1,1,1,2,2,3,0,2,3,3,2,1,2,0,2,1,4,0,2,4,3,1,2,1,1,1,0,0,0,0,2,3,1,2,0,1,2,5,-5,3,1,1,0,0,3,9,9,1,1,2,0,0,3,9,9,1,3,1,1,1,3,-7,-7,2,2,1,0,0,3,9,9,3,1,2,1,0,1,-7,8,2,3,2,0,0,3,9,9,3,2,2,1,0,1,-9,7,2,3,2,0,1,2,9,-5,3,3,2,1,0,1,-8,7,"Bucaramanga"
171,1,23,3,1,1,1,1,1,2,4,3,1,1,3,3,4,0,1,1,2,3,4,1,3,4,2,3,2,4,1,1,2,0,1,3,1,1,1,1,0,0,3,0,0,2,2,1,1,1,3,0,0,2,1,1,1,0,3,0,0,1,1,1,0,0,3,0,0,1,3,1,0,1,3,0,0,1,2,2,0,1,3,0,0,2,2,1,0,0,3,5,5,3,2,2,0,1,3,0,0,3,3,1,1,1,3,0,0,2,1,1,1,1,3,0,0,"Bucaramanga"
172,1,18,3,2,2,1,1,4,0,4,3,0,4,0,3,2,3,2,0,3,3,3,0,2,4,1,3,4,1,0,0,1,0,0,3,1,3,1,2,0,1,1,-5,5,3,1,2,0,1,3,9,9,2,2,2,0,0,3,9,9,3,1,2,1,1,3,-1,-1,2,3,2,0,0,3,1,1,2,1,2,0,0,3,2,2,2,1,1,0,1,2,2,-2,3,2,1,1,1,3,-1,-1,3,2,1,1,1,3,-1,-1,3,3,2,0,0,3,1,1,"Bucaramanga"
173,1,18,3,1,2,1,1,1,0,3,3,0,2,4,2,1,3,2,2,2,1,3,0,3,4,3,3,2,3,1,2,1,1,0,2,2,3,2,1,0,0,3,9,9,3,1,2,0,0,3,9,9,2,1,2,1,1,3,8,8,1,2,1,0,1,3,8,8,3,3,1,0,1,3,6,6,2,2,2,0,0,3,9,9,2,1,2,0,0,3,9,9,1,2,2,0,0,3,8,8,1,3,2,0,1,2,8,6,3,2,2,0,0,3,9,9,"Bucaramanga"
174,1,18,3,2,2,1,1,3,2,3,3,2,0,4,4,3,3,3,4,3,3,0,3,0,4,0,1,4,3,4,0,3,3,0,4,2,3,2,2,1,1,3,0,0,2,3,2,1,0,1,-1,0,1,1,2,0,1,2,0,-1,3,1,2,0,0,3,1,1,2,2,1,0,0,3,1,1,1,1,2,0,0,3,1,1,2,3,2,0,1,2,1,0,2,2,2,0,1,2,1,-1,1,1,2,1,1,3,-1,-1,2,1,2,0,1,2,1,-1,"Bucaramanga"
175,1,22,1,2,2,1,0,3,2,0,4,3,4,3,3,4,3,4,2,3,1,3,4,2,4,3,3,3,4,2,1,4,3,1,4,1,2,1,2,0,1,3,9,9,2,2,2,1,1,3,9,9,2,3,2,0,0,3,9,9,3,3,2,0,1,1,5,9,1,3,2,0,1,3,9,9,2,2,2,1,0,3,9,9,2,1,1,1,1,3,9,9,2,3,1,0,0,3,9,9,3,3,1,0,0,3,9,9,1,3,1,0,1,3,9,9,"Bucaramanga"
176,1,23,3,2,2,1,1,2,2,3,2,1,4,2,4,2,2,1,1,3,1,1,2,1,2,1,1,3,2,1,0,0,1,0,1,2,2,1,2,1,1,3,9,9,1,2,2,1,0,3,9,9,1,1,1,1,0,3,9,9,3,2,2,0,0,3,9,9,3,3,2,0,1,3,9,9,3,3,2,1,1,3,9,9,2,1,2,0,1,3,9,9,2,3,2,0,1,3,9,9,3,2,2,0,0,3,9,9,1,3,2,1,1,3,9,9,"Bucaramanga"
177,1,20,3,2,2,1,1,4,2,2,3,4,3,4,2,3,4,3,4,3,4,0,0,2,4,3,4,3,4,2,4,1,4,1,1,1,2,3,2,0,0,3,9,9,3,3,2,1,1,3,-2,-2,1,3,2,0,0,3,9,9,1,1,2,0,0,3,9,9,1,2,2,1,1,3,-2,-2,1,2,1,1,0,1,-2,9,1,1,1,1,1,3,-2,-2,3,2,1,0,0,3,9,9,1,3,1,0,1,2,9,-1,2,2,1,0,1,3,-1,-1,"Bucaramanga"
178,1,22,3,1,2,1,1,1,1,3,3,1,0,2,3,2,1,2,3,2,2,4,0,3,4,0,0,3,1,0,0,1,0,0,1,2,3,1,1,1,1,3,-9,-9,1,2,1,1,0,1,-9,9,3,2,2,0,1,2,9,-9,1,3,1,0,0,3,9,9,3,1,1,1,1,3,-9,-9,1,3,2,0,1,2,9,-9,2,3,2,1,1,3,0,0,1,1,2,0,1,2,5,-5,1,3,2,1,0,1,-5,6,3,1,2,0,1,2,9,-9,"Bucaramanga"
179,1,21,3,1,2,1,1,3,3,3,3,2,1,4,3,3,3,2,4,2,3,3,3,0,4,2,1,2,4,3,0,2,1,0,1,2,2,1,1,0,1,2,3,-2,2,1,1,0,0,3,4,4,1,2,2,1,1,2,-3,-5,2,1,2,1,0,1,-5,-3,1,2,1,1,0,1,-3,4,3,1,2,0,1,2,6,-7,2,1,2,0,1,2,5,-6,2,3,2,1,1,1,-7,-4,1,3,2,0,1,2,4,-4,3,3,2,0,0,3,8,8,"Bucaramanga"
180,1,21,4,1,2,1,1,3,4,3,3,4,2,4,1,2,3,2,4,3,4,4,3,3,4,2,3,2,4,4,1,2,4,1,2,1,3,3,2,1,1,3,-9,-9,2,1,2,1,1,3,-2,-2,2,3,2,0,1,2,9,-9,1,3,2,1,1,3,-3,-3,3,3,2,0,1,2,6,-1,2,2,2,1,0,1,-5,0,3,3,2,1,0,1,-3,3,2,1,2,0,1,2,0,-2,3,2,2,1,1,3,-5,-5,3,1,1,0,1,2,1,-3,"Bucaramanga"
181,1,21,3,1,2,1,1,4,4,3,4,4,4,4,3,4,4,3,4,3,4,3,4,4,4,3,4,2,4,4,4,2,4,4,4,1,3,1,2,1,0,1,-8,9,2,2,2,1,0,1,-8,9,2,2,2,1,0,1,-8,9,1,3,2,1,1,3,-8,-8,3,3,2,1,0,1,-7,9,2,3,2,0,1,2,9,-8,3,3,1,0,1,2,9,-8,2,1,2,0,1,2,9,-8,2,2,2,1,1,3,-8,-8,1,3,2,1,1,3,-8,-8,"Bucaramanga"
182,1,20,4,2,2,1,1,3,4,2,3,2,1,1,3,2,1,3,3,2,2,4,1,1,4,2,1,4,2,3,1,2,4,1,1,1,2,2,2,0,0,3,9,9,1,2,2,0,1,2,9,-5,3,2,2,1,1,3,-5,-5,2,1,2,0,0,3,9,9,2,2,2,0,0,3,9,9,1,1,1,0,0,3,9,9,2,2,2,0,0,3,9,9,3,1,1,1,1,3,-5,-5,3,3,2,0,0,3,9,9,3,1,2,1,0,1,-6,9,"Bucaramanga"
183,1,20,4,2,2,1,1,3,3,1,0,1,3,2,4,4,3,2,0,2,2,1,0,0,1,3,1,3,2,2,1,1,0,1,2,1,3,1,2,0,0,3,9,9,1,3,2,0,0,3,9,9,2,3,2,0,1,2,7,-4,2,2,2,1,1,3,-9,-9,1,3,2,1,0,1,-5,9,2,3,1,0,0,3,9,9,3,2,2,0,1,2,9,-5,3,3,2,1,1,3,-9,-9,1,3,1,0,0,3,9,9,2,3,1,1,0,1,-9,9,"Bucaramanga"
184,1,20,4,2,2,1,1,1,2,4,2,3,4,3,4,3,1,3,3,4,4,2,1,4,4,2,2,2,0,2,1,2,2,0,1,2,2,2,2,0,1,2,9,-7,2,2,1,0,0,3,9,9,3,2,2,0,0,3,9,9,1,2,2,0,0,3,9,9,2,2,2,0,0,3,9,9,1,1,2,1,1,3,-9,-9,3,3,2,1,0,1,-7,8,2,3,2,0,1,2,8,-8,1,2,2,0,1,2,9,-9,3,3,2,0,1,2,8,-8,"Bucaramanga"
185,1,19,3,1,1,1,1,1,0,3,1,0,3,4,1,1,0,1,1,3,1,4,0,2,3,2,0,2,3,2,1,3,0,0,1,2,2,3,2,1,1,3,0,0,2,3,2,1,0,1,-2,5,3,2,2,1,0,1,-3,4,1,2,2,0,0,3,9,9,1,1,1,0,0,3,9,9,3,3,1,0,0,3,9,9,1,3,1,0,1,2,9,-9,3,3,1,0,1,2,5,-9,3,2,1,1,0,1,-9,9,3,2,1,0,0,3,9,9,"Bucaramanga"
186,1,20,2,2,1,1,1,2,2,4,4,0,0,2,1,2,2,2,3,2,4,2,0,2,2,2,2,2,2,2,0,2,1,2,2,2,2,3,1,0,0,3,9,9,1,3,2,1,0,1,-9,9,2,3,2,1,1,3,-9,-9,3,1,1,0,0,3,9,9,2,3,2,0,1,2,9,-9,2,1,1,0,1,2,9,-9,3,3,1,1,0,1,-9,9,2,1,1,1,0,1,-9,9,2,2,1,1,1,3,-9,-9,1,2,1,0,1,2,9,-9,"Bucaramanga"
187,1,18,0,2,1,1,1,1,1,3,3,0,1,2,1,1,1,0,3,2,3,1,0,1,3,2,1,2,0,0,0,1,0,0,1,1,1,1,1,1,0,1,-3,9,3,1,1,1,1,3,-5,-5,2,2,1,0,0,3,9,9,1,3,1,1,1,3,-5,-5,2,3,1,1,1,3,-6,-6,3,1,1,0,0,3,8,8,3,3,1,0,1,2,8,-6,2,1,1,1,0,1,-5,8,2,1,2,1,0,1,-5,9,2,2,1,1,0,1,-5,8,"Bucaramanga"
188,1,26,2,2,1,1,1,3,3,4,2,2,2,2,3,2,1,3,3,1,2,2,2,2,2,1,2,3,3,2,0,3,2,0,3,1,2,2,1,0,1,2,9,0,1,1,1,1,1,3,0,0,2,2,1,0,0,3,4,4,1,3,1,1,0,3,0,0,1,3,1,0,0,3,1,1,1,3,1,1,0,1,0,2,1,3,1,0,0,3,1,1,2,2,2,1,0,3,0,0,1,1,2,0,0,3,0,0,3,2,1,0,0,3,0,0,"Bucaramanga"
189,1,19,0,1,1,1,1,1,1,4,4,0,0,4,0,1,0,1,3,3,4,4,0,0,4,3,1,1,2,0,0,1,1,0,0,1,2,3,1,1,0,1,-9,9,2,2,1,0,1,2,9,-9,2,1,1,0,1,2,9,-9,3,2,1,1,1,3,-9,-9,3,2,1,0,1,2,9,-9,3,1,2,1,0,1,-9,9,2,1,2,1,0,1,-9,9,3,3,2,1,0,1,-9,9,2,3,1,0,0,3,9,9,2,3,1,1,0,1,-9,9,"Bucaramanga"
190,1,18,3,1,1,1,1,2,2,4,4,0,0,3,3,4,2,4,4,4,4,4,1,4,4,3,2,2,4,1,1,3,0,0,3,2,2,1,2,1,1,3,-3,-3,2,1,1,0,0,3,3,3,1,2,1,0,0,3,3,3,2,3,1,1,0,1,-5,2,1,3,2,1,0,1,-5,2,3,1,1,0,0,3,3,3,2,1,1,0,0,3,3,3,3,2,1,0,0,3,3,3,3,2,1,0,0,3,4,4,1,3,1,0,1,2,2,-3,"Bucaramanga"
191,1,22,2,1,2,1,1,2,2,1,3,2,2,4,4,2,2,3,4,3,3,4,4,3,4,3,2,4,4,4,1,1,4,1,4,2,3,3,2,0,0,3,9,9,2,2,1,1,0,1,-9,9,1,2,2,1,0,1,-9,9,3,1,2,0,0,3,9,9,1,1,1,0,1,2,9,-9,1,3,2,1,1,3,-9,-9,1,1,2,0,1,2,9,-9,3,1,2,0,1,2,9,-9,2,3,2,1,1,3,-9,-9,3,3,2,1,0,1,-9,9,"Bucaramanga"
192,1,20,0,2,2,1,1,2,3,4,3,2,3,3,2,3,4,2,4,3,4,3,2,3,4,3,2,3,4,3,2,1,3,1,2,1,2,2,2,1,1,3,-5,-5,2,3,2,1,1,3,-4,-4,3,3,2,1,0,1,-3,8,3,3,2,0,0,3,7,7,1,2,2,0,1,2,7,-4,1,3,2,0,0,3,7,7,2,1,2,0,1,2,7,-4,2,2,2,1,1,3,-4,-4,1,3,1,0,0,3,7,7,2,1,1,0,1,2,7,-4,"Bucaramanga"
193,1,19,1,2,2,1,1,1,3,3,4,1,2,3,3,2,2,3,3,3,2,3,1,3,4,3,2,3,2,1,1,2,1,1,3,1,1,2,2,0,0,3,9,9,2,2,2,0,0,3,9,9,3,2,2,1,1,3,6,6,1,1,2,0,0,3,9,9,1,3,2,0,1,2,9,6,1,3,2,0,1,2,9,6,1,3,2,1,1,3,5,5,1,3,1,1,1,3,6,6,3,2,2,0,1,2,9,5,1,3,1,0,1,2,9,6,"Bucaramanga"
194,1,22,2,1,2,1,1,2,2,3,4,2,1,2,2,2,3,3,3,3,4,3,2,2,4,3,1,2,4,3,2,1,1,0,2,2,3,3,2,1,1,3,4,4,2,2,1,0,1,2,5,-5,3,1,1,1,1,3,3,3,1,2,2,0,1,2,4,-3,1,3,2,1,1,3,4,4,2,1,2,1,1,3,-3,-3,3,3,2,1,0,1,-3,9,3,3,2,1,0,1,-3,9,3,1,2,1,1,3,4,4,3,2,2,0,1,2,9,-4,"Bucaramanga"
195,1,19,2,2,2,1,1,1,2,4,3,3,2,4,2,1,2,2,4,1,3,4,4,2,4,3,1,3,1,4,1,1,4,1,0,2,3,2,2,0,0,3,9,9,3,3,1,1,1,3,-5,-5,3,3,2,0,0,3,9,9,2,2,1,1,1,3,-6,-6,3,2,2,1,1,3,-5,-5,2,1,2,1,1,3,-5,-5,2,2,2,0,0,3,9,9,3,3,2,0,0,3,9,9,3,2,2,1,1,3,-6,-6,3,2,2,0,0,3,9,9,"Bucaramanga"
196,1,21,1,1,2,1,1,2,2,3,4,1,1,3,2,1,2,2,3,4,3,4,1,2,3,3,2,2,3,1,1,1,1,1,2,1,3,2,2,0,1,2,8,-3,1,2,2,0,1,1,-5,4,2,1,2,0,1,2,6,-5,3,2,2,0,1,2,5,-4,3,3,2,0,1,2,5,-3,1,2,2,1,0,3,0,0,1,3,2,1,0,3,0,0,3,1,1,1,1,3,0,0,3,2,2,1,0,1,-2,4,3,3,2,1,1,3,0,0,"Bucaramanga"
197,1,24,2,1,1,1,1,1,4,4,4,1,0,3,4,2,2,2,4,4,4,4,1,2,4,3,4,3,4,3,1,3,4,1,4,2,3,2,2,0,1,2,9,-9,2,1,1,0,0,3,9,9,2,3,1,1,1,1,-9,9,2,3,1,1,0,1,-9,9,2,2,1,1,0,1,-9,9,3,2,1,1,1,3,-9,-9,1,1,1,1,0,1,-9,9,3,2,1,1,0,1,-9,9,1,3,1,0,1,2,9,-9,2,3,1,0,0,3,9,9,"Bucaramanga"
198,1,18,1,2,2,1,1,2,3,4,4,1,3,2,3,4,3,3,3,2,2,4,1,1,4,2,0,2,1,1,1,2,1,0,3,1,2,1,2,0,0,3,9,9,2,1,2,0,1,2,9,-6,1,3,2,1,1,3,-8,-8,3,2,2,1,0,1,-8,8,1,1,2,1,1,3,-8,-8,3,2,1,1,1,1,-8,-6,3,3,2,1,0,1,-6,6,3,1,2,1,1,3,-7,-7,3,2,2,0,0,3,8,8,2,3,2,1,0,1,-6,8,"Bucaramanga"
199,1,18,3,2,2,1,1,1,2,2,3,0,2,3,3,2,1,2,0,2,1,4,0,2,4,3,1,2,1,1,1,0,0,0,0,2,3,1,2,0,1,2,5,-5,3,1,1,0,0,3,9,9,1,1,2,0,0,3,9,9,1,3,1,1,1,3,-7,-7,2,2,1,0,0,3,9,9,3,1,2,1,0,1,-7,8,2,3,2,0,0,3,9,9,3,2,2,1,0,1,-9,7,2,3,2,0,1,2,9,-5,3,3,2,1,0,1,-8,7,"Bucaramanga"
200,1,23,3,1,1,1,1,1,2,4,3,1,1,3,3,4,0,1,1,2,3,4,1,3,4,2,3,2,4,1,1,2,0,1,3,1,1,1,1,0,0,3,0,0,2,2,1,1,1,3,0,0,2,1,1,1,0,3,0,0,1,1,1,0,0,3,0,0,1,3,1,0,1,3,0,0,1,2,2,0,1,3,0,0,2,2,1,0,0,3,5,5,3,2,2,0,1,3,0,0,3,3,1,1,1,3,0,0,2,1,1,1,1,3,0,0,"Bucaramanga"
201,1,18,3,2,2,1,1,4,0,4,3,0,4,0,3,2,3,2,0,3,3,3,0,2,4,1,3,4,1,0,0,1,0,0,3,1,3,1,2,0,1,1,-5,5,3,1,2,0,1,3,9,9,2,2,2,0,0,3,9,9,3,1,2,1,1,3,-1,-1,2,3,2,0,0,3,1,1,2,1,2,0,0,3,2,2,2,1,1,0,1,2,2,-2,3,2,1,1,1,3,-1,-1,3,2,1,1,1,3,-1,-1,3,3,2,0,0,3,1,1,"Bucaramanga"
202,1,18,3,1,2,1,1,1,0,3,3,0,2,4,2,1,3,2,2,2,1,3,0,3,4,3,3,2,3,1,2,1,1,0,2,2,3,2,1,0,0,3,9,9,3,1,2,0,0,3,9,9,2,1,2,1,1,3,8,8,1,2,1,0,1,3,8,8,3,3,1,0,1,3,6,6,2,2,2,0,0,3,9,9,2,1,2,0,0,3,9,9,1,2,2,0,0,3,8,8,1,3,2,0,1,2,8,6,3,2,2,0,0,3,9,9,"Bucaramanga"
203,1,18,3,2,2,1,1,3,2,3,3,2,0,4,4,3,3,3,4,3,3,0,3,0,4,0,1,4,3,4,0,3,3,0,4,2,3,2,2,1,1,3,0,0,2,3,2,1,0,1,-1,0,1,1,2,0,1,2,0,-1,3,1,2,0,0,3,1,1,2,2,1,0,0,3,1,1,1,1,2,0,0,3,1,1,2,3,2,0,1,2,1,0,2,2,2,0,1,2,1,-1,1,1,2,1,1,3,-1,-1,2,1,2,0,1,2,1,-1,"Bucaramanga"
204,1,22,1,2,2,1,0,3,2,0,4,3,4,3,3,4,3,4,2,3,1,3,4,2,4,3,3,3,4,2,1,4,3,1,4,1,2,1,2,0,1,3,9,9,2,2,2,1,1,3,9,9,2,3,2,0,0,3,9,9,3,3,2,0,1,1,5,9,1,3,2,0,1,3,9,9,2,2,2,1,0,3,9,9,2,1,1,1,1,3,9,9,2,3,1,0,0,3,9,9,3,3,1,0,0,3,9,9,1,3,1,0,1,3,9,9,"Bucaramanga"
205,1,23,3,2,2,1,1,2,2,3,2,1,4,2,4,2,2,1,1,3,1,1,2,1,2,1,1,3,2,1,0,0,1,0,1,2,2,1,2,1,1,3,9,9,1,2,2,1,0,3,9,9,1,1,1,1,0,3,9,9,3,2,2,0,0,3,9,9,3,3,2,0,1,3,9,9,3,3,2,1,1,3,9,9,2,1,2,0,1,3,9,9,2,3,2,0,1,3,9,9,3,2,2,0,0,3,9,9,1,3,2,1,1,3,9,9,"Bucaramanga"
206,1,20,3,2,2,1,1,4,2,2,3,4,3,4,2,3,4,3,4,3,4,0,0,2,4,3,4,3,4,2,4,1,4,1,1,1,2,3,2,0,0,3,9,9,3,3,2,1,1,3,-2,-2,1,3,2,0,0,3,9,9,1,1,2,0,0,3,9,9,1,2,2,1,1,3,-2,-2,1,2,1,1,0,1,-2,9,1,1,1,1,1,3,-2,-2,3,2,1,0,0,3,9,9,1,3,1,0,1,2,9,-1,2,2,1,0,1,3,-1,-1,"Bucaramanga"
207,1,22,3,1,2,1,1,1,1,3,3,1,0,2,3,2,1,2,3,2,2,4,0,3,4,0,0,3,1,0,0,1,0,0,1,2,3,1,1,1,1,3,-9,-9,1,2,1,1,0,1,-9,9,3,2,2,0,1,2,9,-9,1,3,1,0,0,3,9,9,3,1,1,1,1,3,-9,-9,1,3,2,0,1,2,9,-9,2,3,2,1,1,3,0,0,1,1,2,0,1,2,5,-5,1,3,2,1,0,1,-5,6,3,1,2,0,1,2,9,-9,"Bucaramanga"
208,1,23,3,2,2,1,1,1,3,3,3,3,4,1,3,3,1,3,3,1,4,4,3,0,4,2,0,4,1,3,0,4,3,0,4,1,2,1,2,0,1,3,9,9,1,1,2,1,1,3,9,9,3,2,2,1,1,3,-2,-2,1,2,2,0,0,3,3,3,2,2,2,0,0,3,3,3,1,2,2,1,0,1,-3,3,1,1,1,1,1,3,-5,-5,1,3,1,1,1,3,-8,-8,2,1,1,1,1,3,-7,-7,2,3,2,0,1,2,8,-8,"Bucaramanga"
209,1,18,2,2,2,1,1,3,2,2,3,4,1,3,3,2,2,3,2,0,3,4,4,3,4,3,4,4,4,2,0,1,3,1,3,1,2,3,2,1,1,3,-6,-6,2,2,2,0,1,2,-4,-8,1,3,2,0,1,2,8,-9,1,3,2,1,1,3,-8,-8,3,3,2,0,0,3,9,9,2,1,1,0,1,2,8,-7,2,1,1,0,1,2,7,-6,1,3,1,0,1,2,8,-6,2,1,2,0,0,3,8,8,1,3,1,1,1,3,-7,-7,"Bucaramanga"
210,1,20,3,2,2,1,1,2,3,2,1,4,2,4,2,2,3,3,3,4,3,2,3,3,4,2,3,2,3,3,2,1,3,1,4,2,1,2,1,1,0,2,-1,-3,2,1,1,0,1,1,-3,-1,1,2,1,0,0,3,6,6,3,2,1,1,1,3,-3,-3,3,2,2,1,0,2,-4,-6,1,1,2,0,0,3,4,4,3,1,2,1,1,3,-9,-9,1,3,2,0,1,2,2,-5,1,3,2,0,1,2,2,-5,2,2,2,1,0,1,-5,2,"Bucaramanga"
211,1,19,3,2,1,1,1,1,2,3,3,0,1,3,2,1,1,2,3,3,2,3,0,0,3,1,1,4,1,1,0,1,1,0,2,2,3,3,2,1,1,3,-3,-3,2,2,2,0,0,3,9,9,1,3,2,1,1,1,-7,-4,1,1,1,0,0,3,9,9,2,1,2,0,1,2,9,-9,1,2,1,0,0,3,9,9,1,2,1,0,0,3,9,9,2,3,1,1,0,1,-9,9,1,1,1,1,1,3,-4,-4,3,1,1,0,1,2,9,-9,"Bucaramanga"
212,1,18,4,2,1,1,1,1,3,3,3,3,0,3,3,4,1,3,4,3,3,1,4,0,4,1,1,2,2,3,0,1,3,1,2,2,3,2,1,1,0,1,0,3,3,2,1,0,0,3,5,5,2,1,2,0,0,3,5,5,3,3,1,0,0,3,5,5,1,3,1,1,1,3,3,3,2,2,1,1,0,3,0,0,3,2,1,0,1,2,4,-2,3,2,1,0,1,2,4,-2,1,1,1,0,0,3,5,5,1,1,1,0,0,3,5,5,"Bucaramanga"
